Institute,Program,Seat Type,Gender,OR,CR
IIT (BHU) Varanasi,Electronics Engineering (4 Years Bachelor of Technology),SC,Female-Only,1572,1934
IIT (BHU) Varanasi,Electronics Engineering (4 Years Bachelor of Technology),ST,Gender-Neutral,311,463
IIT (BHU) Varanasi,Electronics Engineering (4 Years Bachelor of Technology),ST,Female-Only,819,856
IIT (BHU) Varanasi,Engineering Physics (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,2954,4059
IIT (BHU) Varanasi,Engineering Physics (4 Years Bachelor of Technology),OBC-NCL,Female-Only,7709,7907
IIT (BHU) Varanasi,Engineering Physics (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,1321,1479
IIT (BHU) Varanasi,Engineering Physics (4 Years Bachelor of Technology),GEN-EWS,Female-Only,2830,2830
IIT (BHU) Varanasi,Engineering Physics (4 Years Bachelor of Technology),OPEN,Gender-Neutral,5457,8441
IIT (BHU) Varanasi,Engineering Physics (4 Years Bachelor of Technology),OPEN,Female-Only,15137,16930
IIT (BHU) Varanasi,Engineering Physics (4 Years Bachelor of Technology),SC,Gender-Neutral,2241,2446
IIT (BHU) Varanasi,Engineering Physics (4 Years Bachelor of Technology),SC,Female-Only,3527,3527
IIT (BHU) Varanasi,Engineering Physics (4 Years Bachelor of Technology),ST,Gender-Neutral,1091,1199
IIT (BHU) Varanasi,Mathematics and Computing (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,576,883
IIT (BHU) Varanasi,Mathematics and Computing (4 Years Bachelor of Technology),OBC-NCL,Female-Only,2137,2664
IIT (BHU) Varanasi,Mathematics and Computing (4 Years Bachelor of Technology),OBC-NCL(PwD),Gender-Neutral,87,87
IIT (BHU) Varanasi,Mathematics and Computing (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,246,321
IIT (BHU) Varanasi,Mathematics and Computing (4 Years Bachelor of Technology),GEN-EWS,Female-Only,634,634
IIT (BHU) Varanasi,Mathematics and Computing (4 Years Bachelor of Technology),OPEN,Gender-Neutral,1481,1924
IIT (BHU) Varanasi,Mathematics and Computing (4 Years Bachelor of Technology),OPEN,Female-Only,4466,5444
IIT (BHU) Varanasi,Mathematics and Computing (4 Years Bachelor of Technology),OPEN(PwD),Gender-Neutral,90,90
IIT (BHU) Varanasi,Mathematics and Computing (4 Years Bachelor of Technology),OPEN(PwD),Female-Only,37P,37P
IIT (BHU) Varanasi,Mathematics and Computing (4 Years Bachelor of Technology),SC,Gender-Neutral,473,674
IIT (BHU) Varanasi,Mathematics and Computing (4 Years Bachelor of Technology),SC,Female-Only,1148,1244
IIT (BHU) Varanasi,Mathematics and Computing (4 Years Bachelor of Technology),ST,Gender-Neutral,127,372
IIT (BHU) Varanasi,Mathematics and Computing (4 Years Bachelor of Technology),ST,Female-Only,773,773
IIT (BHU) Varanasi,Mechanical Engineering (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,2045,2829
IIT (BHU) Varanasi,Mechanical Engineering (4 Years Bachelor of Technology),OBC-NCL,Female-Only,5979,7099
IIT (BHU) Varanasi,Mechanical Engineering (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,851,1170
IIT (BHU) Varanasi,Mechanical Engineering (4 Years Bachelor of Technology),GEN-EWS,Female-Only,2399,2630
IIT (BHU) Varanasi,Mechanical Engineering (4 Years Bachelor of Technology),OPEN,Gender-Neutral,4787,7286
IIT (BHU) Varanasi,Mechanical Engineering (4 Years Bachelor of Technology),OPEN,Female-Only,14049,16650
IIT (BHU) Varanasi,Mechanical Engineering (4 Years Bachelor of Technology),OPEN(PwD),Gender-Neutral,248P,248P
IIT (BHU) Varanasi,Mechanical Engineering (4 Years Bachelor of Technology),SC,Gender-Neutral,1080,1749
IIT (BHU) Varanasi,Mechanical Engineering (4 Years Bachelor of Technology),SC,Female-Only,3003,3170
IIT (BHU) Varanasi,Mechanical Engineering (4 Years Bachelor of Technology),ST,Gender-Neutral,614,871
IIT (BHU) Varanasi,Mechanical Engineering (4 Years Bachelor of Technology),ST,Female-Only,1257,1424
IIT (BHU) Varanasi,Metallurgical Engineering (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,3456,4561
IIT (BHU) Varanasi,Metallurgical Engineering (4 Years Bachelor of Technology),OBC-NCL,Female-Only,8175,8690
IIT (BHU) Varanasi,Metallurgical Engineering (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,1690,1884
IIT (BHU) Varanasi,Metallurgical Engineering (4 Years Bachelor of Technology),GEN-EWS,Female-Only,2867,3163
IIT (BHU) Varanasi,Metallurgical Engineering (4 Years Bachelor of Technology),OPEN,Gender-Neutral,8214,11398
IIT (BHU) Varanasi,Metallurgical Engineering (4 Years Bachelor of Technology),OPEN,Female-Only,16852,20035
IIT (BHU) Varanasi,Metallurgical Engineering (4 Years Bachelor of Technology),SC,Gender-Neutral,2278,2871
IIT (BHU) Varanasi,Metallurgical Engineering (4 Years Bachelor of Technology),SC,Female-Only,3646,3827
IIT (BHU) Varanasi,Metallurgical Engineering (4 Years Bachelor of Technology),ST,Gender-Neutral,1191,1316
IIT (BHU) Varanasi,Metallurgical Engineering (4 Years Bachelor of Technology),ST,Female-Only,1801,1932
IIT (BHU) Varanasi,Mining Engineering (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,4608,5319
IIT (BHU) Varanasi,Mining Engineering (4 Years Bachelor of Technology),OBC-NCL,Female-Only,8188,9767
IIT (BHU) Varanasi,Mining Engineering (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,1935,2139
IIT (BHU) Varanasi,Mining Engineering (4 Years Bachelor of Technology),GEN-EWS,Female-Only,3558,3793
IIT (BHU) Varanasi,Mining Engineering (4 Years Bachelor of Technology),OPEN,Gender-Neutral,11434,14243
IIT (BHU) Varanasi,Mining Engineering (4 Years Bachelor of Technology),OPEN,Female-Only,19228,24539
IIT (BHU) Varanasi,Mining Engineering (4 Years Bachelor of Technology),SC,Gender-Neutral,2068,3019
IIT (BHU) Varanasi,Mining Engineering (4 Years Bachelor of Technology),SC,Female-Only,3930,4254
IIT (BHU) Varanasi,Mining Engineering (4 Years Bachelor of Technology),ST,Gender-Neutral,1305,1368
IIT (BHU) Varanasi,Mining Engineering (4 Years Bachelor of Technology),ST,Female-Only,1662,1800
IIT (BHU) Varanasi,Pharmaceutical Engineering & Technology (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,4978,5591
IIT (BHU) Varanasi,Pharmaceutical Engineering & Technology (4 Years Bachelor of Technology),OBC-NCL,Female-Only,9112,9686
IIT (BHU) Varanasi,Pharmaceutical Engineering & Technology (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,2149,2296
IIT (BHU) Varanasi,Pharmaceutical Engineering & Technology (4 Years Bachelor of Technology),GEN-EWS,Female-Only,3603,3790
IIT (BHU) Varanasi,Pharmaceutical Engineering & Technology (4 Years Bachelor of Technology),OPEN,Gender-Neutral,11585,14447
IIT (BHU) Varanasi,Pharmaceutical Engineering & Technology (4 Years Bachelor of Technology),OPEN,Female-Only,21754,24662
IIT (BHU) Varanasi,Pharmaceutical Engineering & Technology (4 Years Bachelor of Technology),SC,Gender-Neutral,2674,3284
IIT (BHU) Varanasi,Pharmaceutical Engineering & Technology (4 Years Bachelor of Technology),SC,Female-Only,4244,4323
IIT (BHU) Varanasi,Pharmaceutical Engineering & Technology (4 Years Bachelor of Technology),ST,Gender-Neutral,1378,1454
IIT (BHU) Varanasi,Pharmaceutical Engineering & Technology (4 Years Bachelor of Technology),ST,Female-Only,1941,1941
IIT (BHU) Varanasi,Architecture (5 Years Bachelor of Architecture),OBC-NCL,Gender-Neutral,6799,6900
IIT (BHU) Varanasi,Architecture (5 Years Bachelor of Architecture),GEN-EWS,Gender-Neutral,3063,3104
IIT (BHU) Varanasi,Architecture (5 Years Bachelor of Architecture),OPEN,Gender-Neutral,18471,20792
IIT (BHU) Varanasi,Architecture (5 Years Bachelor of Architecture),OPEN,Female-Only,26381,28481
IIT (BHU) Varanasi,Architecture (5 Years Bachelor of Architecture),SC,Gender-Neutral,3305,3488
IIT (BHU) Varanasi,Architecture (5 Years Bachelor of Architecture),SC,Female-Only,4793,4793
IIT (BHU) Varanasi,Architecture (5 Years Bachelor of Architecture),ST,Gender-Neutral,1715,1766
IIT (BHU) Varanasi,Industrial Chemistry (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,4438,4859
IIT (BHU) Varanasi,Industrial Chemistry (4 Years Bachelor of Technology),OBC-NCL,Female-Only,7816,8751
IIT (BHU) Varanasi,Industrial Chemistry (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,1862,1905
IIT (BHU) Varanasi,Industrial Chemistry (4 Years Bachelor of Technology),GEN-EWS,Female-Only,3390,3390
IIT (BHU) Varanasi,Industrial Chemistry (4 Years Bachelor of Technology),OPEN,Gender-Neutral,9815,12721
IIT (BHU) Varanasi,Industrial Chemistry (4 Years Bachelor of Technology),OPEN,Female-Only,20141,21701
IIT (BHU) Varanasi,Industrial Chemistry (4 Years Bachelor of Technology),SC,Gender-Neutral,2705,2936
IIT (BHU) Varanasi,Industrial Chemistry (4 Years Bachelor of Technology),SC,Female-Only,3699,3699
IIT (BHU) Varanasi,Industrial Chemistry (4 Years Bachelor of Technology),ST,Gender-Neutral,1457,1457
IIT (BHU) Varanasi,Biochemical Engineering (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,4723,5337
IIT (BHU) Varanasi,Biochemical Engineering (4 Years Bachelor of Technology),OBC-NCL,Female-Only,8973,8973
IIT (BHU) Varanasi,Biochemical Engineering (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,1810,1826
IIT (BHU) Varanasi,Biochemical Engineering (4 Years Bachelor of Technology),OPEN,Gender-Neutral,11390,13255
IIT (BHU) Varanasi,Biochemical Engineering (4 Years Bachelor of Technology),OPEN,Female-Only,20988,21087
IIT (BHU) Varanasi,Biochemical Engineering (4 Years Bachelor of Technology),SC,Gender-Neutral,2775,3085
IIT (BHU) Varanasi,Biochemical Engineering (4 Years Bachelor of Technology),SC,Female-Only,4279,4279
IIT (BHU) Varanasi,Biochemical Engineering (4 Years Bachelor of Technology),ST,Gender-Neutral,1340,1427
IIT (BHU) Varanasi,Bioengineering (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,4128,4677
IIT (BHU) Varanasi,Bioengineering (4 Years Bachelor of Technology),OBC-NCL,Female-Only,9094,9094
IIT (BHU) Varanasi,Bioengineering (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,1975,2033
IIT (BHU) Varanasi,Bioengineering (4 Years Bachelor of Technology),OPEN,Gender-Neutral,11380,12759
IIT (BHU) Varanasi,Bioengineering (4 Years Bachelor of Technology),OPEN,Female-Only,15513,16058
IIT (BHU) Varanasi,Bioengineering (4 Years Bachelor of Technology),SC,Gender-Neutral,2863,2918
IIT (BHU) Varanasi,Bioengineering (4 Years Bachelor of Technology),SC,Female-Only,3626,3626
IIT (BHU) Varanasi,Bioengineering (4 Years Bachelor of Technology),ST,Gender-Neutral,1371,1371
IIT (BHU) Varanasi,Materials Science and Technology (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,3759,4740
IIT (BHU) Varanasi,Materials Science and Technology (4 Years Bachelor of Technology),OBC-NCL,Female-Only,7513,7657
IIT (BHU) Varanasi,Materials Science and Technology (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,1755,1804
IIT (BHU) Varanasi,Materials Science and Technology (4 Years Bachelor of Technology),GEN-EWS,Female-Only,3175,3175
IIT (BHU) Varanasi,Materials Science and Technology (4 Years Bachelor of Technology),OPEN,Gender-Neutral,7517,10851
IIT (BHU) Varanasi,Materials Science and Technology (4 Years Bachelor of Technology),OPEN,Female-Only,17744,17911
IIT (BHU) Varanasi,Materials Science and Technology (4 Years Bachelor of Technology),SC,Gender-Neutral,2549,2851
IIT (BHU) Varanasi,Materials Science and Technology (4 Years Bachelor of Technology),SC,Female-Only,3806,3806
IIT (BHU) Varanasi,Materials Science and Technology (4 Years Bachelor of Technology),ST,Gender-Neutral,1230,1347
IIT Guwahati,Chemical Engineering (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,2259,2519
IIT Guwahati,Chemical Engineering (4 Years Bachelor of Technology),OBC-NCL,Female-Only,5545,6044
IIT Guwahati,Chemical Engineering (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,947,1074
IIT Guwahati,Chemical Engineering (4 Years Bachelor of Technology),GEN-EWS,Female-Only,1970,1985
IIT Guwahati,Chemical Engineering (4 Years Bachelor of Technology),OPEN,Gender-Neutral,4289,6053
IIT Guwahati,Chemical Engineering (4 Years Bachelor of Technology),OPEN,Female-Only,10815,12587
IIT Guwahati,Chemical Engineering (4 Years Bachelor of Technology),OPEN(PwD),Gender-Neutral,201,220P
IIT Guwahati,Chemical Engineering (4 Years Bachelor of Technology),SC,Gender-Neutral,1226,1490
IIT Guwahati,Chemical Engineering (4 Years Bachelor of Technology),SC,Female-Only,2060,2589
IIT Guwahati,Chemical Engineering (4 Years Bachelor of Technology),ST,Gender-Neutral,591,857
IIT Guwahati,Chemical Engineering (4 Years Bachelor of Technology),ST,Female-Only,1462,1462
IIT Guwahati,Chemical Science and Technology (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,2355,3161
IIT Guwahati,Chemical Science and Technology (4 Years Bachelor of Technology),OBC-NCL,Female-Only,6462,6793
IIT Guwahati,Chemical Science and Technology (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,1072,1319
IIT Guwahati,Chemical Science and Technology (4 Years Bachelor of Technology),GEN-EWS,Female-Only,2806,2806
IIT Guwahati,Chemical Science and Technology (4 Years Bachelor of Technology),OPEN,Gender-Neutral,6432,7958
IIT Guwahati,Chemical Science and Technology (4 Years Bachelor of Technology),OPEN,Female-Only,13063,15815
IIT Guwahati,Chemical Science and Technology (4 Years Bachelor of Technology),SC,Gender-Neutral,1622,2080
IIT Guwahati,Chemical Science and Technology (4 Years Bachelor of Technology),SC,Female-Only,2782,3318
IIT Guwahati,Chemical Science and Technology (4 Years Bachelor of Technology),ST,Gender-Neutral,823,1049
IIT Guwahati,Chemical Science and Technology (4 Years Bachelor of Technology),ST,Female-Only,1561,1561
IIT Guwahati,Civil Engineering (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,2689,3439
IIT Guwahati,Civil Engineering (4 Years Bachelor of Technology),OBC-NCL,Female-Only,6238,6609
IIT Guwahati,Civil Engineering (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,1189,1379
IIT Guwahati,Civil Engineering (4 Years Bachelor of Technology),GEN-EWS,Female-Only,2653,2742
IIT Guwahati,Civil Engineering (4 Years Bachelor of Technology),OPEN,Gender-Neutral,7268,9021
IIT Guwahati,Civil Engineering (4 Years Bachelor of Technology),OPEN,Female-Only,13434,16742
IIT Guwahati,Civil Engineering (4 Years Bachelor of Technology),SC,Gender-Neutral,1745,1997
IIT Guwahati,Civil Engineering (4 Years Bachelor of Technology),SC,Female-Only,2748,2980
IIT Guwahati,Civil Engineering (4 Years Bachelor of Technology),ST,Gender-Neutral,340,749
IIT Guwahati,Civil Engineering (4 Years Bachelor of Technology),ST,Female-Only,1209,1217
IIT Guwahati,Computer Science and Engineering (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,254,336
IIT Guwahati,Computer Science and Engineering (4 Years Bachelor of Technology),OBC-NCL,Female-Only,918,1302
IIT Guwahati,Computer Science and Engineering (4 Years Bachelor of Technology),OBC-NCL(PwD),Gender-Neutral,19,19
IIT Guwahati,Computer Science and Engineering (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,99,118
IIT Guwahati,Computer Science and Engineering (4 Years Bachelor of Technology),GEN-EWS,Female-Only,389,419
IIT Guwahati,Computer Science and Engineering (4 Years Bachelor of Technology),OPEN,Gender-Neutral,504,792
IIT Guwahati,Computer Science and Engineering (4 Years Bachelor of Technology),OPEN,Female-Only,2210,2694
IIT Guwahati,Computer Science and Engineering (4 Years Bachelor of Technology),OPEN(PwD),Gender-Neutral,32,42
IIT Guwahati,Computer Science and Engineering (4 Years Bachelor of Technology),SC,Gender-Neutral,133,183
IIT Guwahati,Computer Science and Engineering (4 Years Bachelor of Technology),SC,Female-Only,590,665
IIT Guwahati,Computer Science and Engineering (4 Years Bachelor of Technology),SC(PwD),Gender-Neutral,2P,2P
IIT Guwahati,Computer Science and Engineering (4 Years Bachelor of Technology),ST,Gender-Neutral,71,99
IIT Guwahati,Computer Science and Engineering (4 Years Bachelor of Technology),ST,Female-Only,272,292
IIT Guwahati,Computer Science and Engineering (4 Years Bachelor of Technology),ST(PwD),Gender-Neutral,4P,4P
IIT Guwahati,Electronics and Communication Engineering (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,686,796
IIT Guwahati,Electronics and Communication Engineering (4 Years Bachelor of Technology),OBC-NCL,Female-Only,2099,2460
IIT Guwahati,Electronics and Communication Engineering (4 Years Bachelor of Technology),OBC-NCL(PwD),Gender-Neutral,31P,31P
IIT Guwahati,Electronics and Communication Engineering (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,266,301
IIT Guwahati,Electronics and Communication Engineering (4 Years Bachelor of Technology),GEN-EWS,Female-Only,741,741
IIT Guwahati,Electronics and Communication Engineering (4 Years Bachelor of Technology),GEN- EWS(PwD),Female-Only,30P,30P
IIT Guwahati,Electronics and Communication Engineering (4 Years Bachelor of Technology),OPEN,Gender-Neutral,1497,1829
IIT Guwahati,Electronics and Communication Engineering (4 Years Bachelor of Technology),OPEN,Female-Only,4863,5298
IIT Guwahati,Electronics and Communication Engineering (4 Years Bachelor of Technology),OPEN(PwD),Gender-Neutral,158,163
IIT Guwahati,Electronics and Communication Engineering (4 Years Bachelor of Technology),SC,Gender-Neutral,148,499
IIT Guwahati,Electronics and Communication Engineering (4 Years Bachelor of Technology),SC,Female-Only,983,1250
IIT Guwahati,Electronics and Communication Engineering (4 Years Bachelor of Technology),ST,Gender-Neutral,182,283
IIT Guwahati,Electronics and Communication Engineering (4 Years Bachelor of Technology),ST,Female-Only,589,589
IIT Guwahati,Electronics and Electrical Engineering (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,807,996
IIT Guwahati,Electronics and Electrical Engineering (4 Years Bachelor of Technology),OBC-NCL,Female-Only,2663,3281
IIT Guwahati,Electronics and Electrical Engineering (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,345,377
IIT Guwahati,Electronics and Electrical Engineering (4 Years Bachelor of Technology),GEN-EWS,Female-Only,758,758
IIT Guwahati,Electronics and Electrical Engineering (4 Years Bachelor of Technology),OPEN,Gender-Neutral,1934,2195
IIT Guwahati,Electronics and Electrical Engineering (4 Years Bachelor of Technology),OPEN,Female-Only,5381,6224
IIT Guwahati,Electronics and Electrical Engineering (4 Years Bachelor of Technology),OPEN(PwD),Gender-Neutral,191,191
IIT Guwahati,Electronics and Electrical Engineering (4 Years Bachelor of Technology),SC,Gender-Neutral,352,656
IIT Guwahati,Electronics and Electrical Engineering (4 Years Bachelor of Technology),SC,Female-Only,1255,1264
IIT Guwahati,Electronics and Electrical Engineering (4 Years Bachelor of Technology),ST,Gender-Neutral,156,325
IIT Guwahati,Electronics and Electrical Engineering (4 Years Bachelor of Technology),ST,Female-Only,683,683
IIT Guwahati,Engineering Physics (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,2627,3406
IIT Guwahati,Engineering Physics (4 Years Bachelor of Technology),OBC-NCL,Female-Only,6468,6923
IIT Guwahati,Engineering Physics (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,1180,1304
IIT Guwahati,Engineering Physics (4 Years Bachelor of Technology),GEN-EWS,Female-Only,2855,2855
IIT Guwahati,Engineering Physics (4 Years Bachelor of Technology),OPEN,Gender-Neutral,4635,7117
IIT Guwahati,Engineering Physics (4 Years Bachelor of Technology),OPEN,Female-Only,11828,13774
IIT Guwahati,Engineering Physics (4 Years Bachelor of Technology),SC,Gender-Neutral,1772,2177
IIT Guwahati,Engineering Physics (4 Years Bachelor of Technology),SC,Female-Only,3320,3394
IIT Guwahati,Engineering Physics (4 Years Bachelor of Technology),ST,Gender-Neutral,1149,1177
IIT Guwahati,Engineering Physics (4 Years Bachelor of Technology),ST,Female-Only,1690,1690
IIT Guwahati,Mathematics and Computing (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,470,560
IIT Guwahati,Mathematics and Computing (4 Years Bachelor of Technology),OBC-NCL,Female-Only,1858,2250
IIT Guwahati,Mathematics and Computing (4 Years Bachelor of Technology),OBC-NCL(PwD),Gender-Neutral,45,45
IIT Guwahati,Mathematics and Computing (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,146,214
IIT Guwahati,Mathematics and Computing (4 Years Bachelor of Technology),GEN-EWS,Female-Only,632,632
IIT Guwahati,Mathematics and Computing (4 Years Bachelor of Technology),GEN- EWS(PwD),Female-Only,1P,1P
IIT Guwahati,Mathematics and Computing (4 Years Bachelor of Technology),OPEN,Gender-Neutral,899,1276
IIT Guwahati,Mathematics and Computing (4 Years Bachelor of Technology),OPEN,Female-Only,2755,3849
IIT Guwahati,Mathematics and Computing (4 Years Bachelor of Technology),OPEN(PwD),Gender-Neutral,28,28
IIT Guwahati,Mathematics and Computing (4 Years Bachelor of Technology),SC,Gender-Neutral,212,343
IIT Guwahati,Mathematics and Computing (4 Years Bachelor of Technology),SC,Female-Only,907,1031
IIT Guwahati,Mathematics and Computing (4 Years Bachelor of Technology),ST,Gender-Neutral,133,225
IIT Guwahati,Mathematics and Computing (4 Years Bachelor of Technology),ST,Female-Only,580,580
IIT Guwahati,Mechanical Engineering (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,1879,2231
IIT Guwahati,Mechanical Engineering (4 Years Bachelor of Technology),OBC-NCL,Female-Only,5215,5800
IIT Guwahati,Mechanical Engineering (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,700,825
IIT Guwahati,Mechanical Engineering (4 Years Bachelor of Technology),GEN-EWS,Female-Only,1815,1964
IIT Guwahati,Mechanical Engineering (4 Years Bachelor of Technology),OPEN,Gender-Neutral,3984,4892
IIT Guwahati,Mechanical Engineering (4 Years Bachelor of Technology),OPEN,Female-Only,8789,12699
IIT Guwahati,Mechanical Engineering (4 Years Bachelor of Technology),SC,Gender-Neutral,664,1240
IIT Guwahati,Mechanical Engineering (4 Years Bachelor of Technology),SC,Female-Only,1841,2519
IIT Guwahati,Mechanical Engineering (4 Years Bachelor of Technology),ST,Gender-Neutral,440,610
IIT Guwahati,Mechanical Engineering (4 Years Bachelor of Technology),ST,Female-Only,1385,1471
IIT Guwahati,Data Science and Artificial Intelligence (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,388,452
IIT Guwahati,Data Science and Artificial Intelligence (4 Years Bachelor of Technology),OBC-NCL,Female-Only,1490,1604
IIT Guwahati,Data Science and Artificial Intelligence (4 Years Bachelor of Technology),OBC-NCL(PwD),Gender-Neutral,51,51
IIT Guwahati,Data Science and Artificial Intelligence (4 Years Bachelor of Technology),OBC-NCL(PwD),Female-Only,90,90
IIT Guwahati,Data Science and Artificial Intelligence (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,120,190
IIT Guwahati,Data Science and Artificial Intelligence (4 Years Bachelor of Technology),GEN-EWS,Female-Only,511,511
IIT Guwahati,Data Science and Artificial Intelligence (4 Years Bachelor of Technology),OPEN,Gender-Neutral,873,1078
IIT Guwahati,Data Science and Artificial Intelligence (4 Years Bachelor of Technology),OPEN,Female-Only,2877,3235
IIT Guwahati,Data Science and Artificial Intelligence (4 Years Bachelor of Technology),OPEN(PwD),Gender-Neutral,67,67
IIT Guwahati,Data Science and Artificial Intelligence (4 Years Bachelor of Technology),SC,Gender-Neutral,245,297
IIT Guwahati,Data Science and Artificial Intelligence (4 Years Bachelor of Technology),SC,Female-Only,867,867
IIT Guwahati,Data Science and Artificial Intelligence (4 Years Bachelor of Technology),ST,Gender-Neutral,118,128
IIT Guwahati,Data Science and Artificial Intelligence (4 Years Bachelor of Technology),ST,Female-Only,443,443
IIT Guwahati,Biosciences and Bioengineering (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,3465,4310
IIT Guwahati,Biosciences and Bioengineering (4 Years Bachelor of Technology),OBC-NCL,Female-Only,7587,8108
IIT Guwahati,Biosciences and Bioengineering (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,1504,1661
IIT Guwahati,Biosciences and Bioengineering (4 Years Bachelor of Technology),GEN-EWS,Female-Only,3116,3331
IIT Guwahati,Biosciences and Bioengineering (4 Years Bachelor of Technology),OPEN,Gender-Neutral,6303,10727
IIT Guwahati,Biosciences and Bioengineering (4 Years Bachelor of Technology),OPEN,Female-Only,15421,15919
IIT Guwahati,Biosciences and Bioengineering (4 Years Bachelor of Technology),SC,Gender-Neutral,2247,2564
IIT Guwahati,Biosciences and Bioengineering (4 Years Bachelor of Technology),SC,Female-Only,3401,3818
IIT Guwahati,Biosciences and Bioengineering (4 Years Bachelor of Technology),ST,Gender-Neutral,1220,1409
IIT Guwahati,Biosciences and Bioengineering (4 Years Bachelor of Technology),ST,Female-Only,1823,1823
IIT Guwahati,Energy Engineering (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,2704,2836
IIT Guwahati,Energy Engineering (4 Years Bachelor of Technology),OBC-NCL,Female-Only,6346,6346
IIT Guwahati,Energy Engineering (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,1174,1186
IIT Guwahati,Energy Engineering (4 Years Bachelor of Technology),OPEN,Gender-Neutral,5870,6610
IIT Guwahati,Energy Engineering (4 Years Bachelor of Technology),OPEN,Female-Only,11994,13282
IIT Guwahati,Energy Engineering (4 Years Bachelor of Technology),SC,Gender-Neutral,1550,1588
IIT Guwahati,Energy Engineering (4 Years Bachelor of Technology),SC,Female-Only,3212,3212
IIT Guwahati,Energy Engineering (4 Years Bachelor of Technology),ST,Gender-Neutral,764,764
IIT Bhilai,Computer Science and Engineering (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,1987,2832
IIT Bhilai,Computer Science and Engineering (4 Years Bachelor of Technology),OBC-NCL,Female-Only,3819,4045
IIT Bhilai,Computer Science and Engineering (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,855,996
IIT Bhilai,Computer Science and Engineering (4 Years Bachelor of Technology),GEN-EWS,Female-Only,1915,1915
IIT Bhilai,Computer Science and Engineering (4 Years Bachelor of Technology),OPEN,Gender-Neutral,4462,7382
IIT Bhilai,Computer Science and Engineering (4 Years Bachelor of Technology),OPEN,Female-Only,10332,12896
IIT Bhilai,Computer Science and Engineering (4 Years Bachelor of Technology),OPEN(PwD),Gender-Neutral,234,234
IIT Bhilai,Computer Science and Engineering (4 Years Bachelor of Technology),SC,Gender-Neutral,928,1343
IIT Bhilai,Computer Science and Engineering (4 Years Bachelor of Technology),SC,Female-Only,2027,2173
IIT Bhilai,Computer Science and Engineering (4 Years Bachelor of Technology),ST,Gender-Neutral,590,676
IIT Bhilai,Computer Science and Engineering (4 Years Bachelor of Technology),ST,Female-Only,803,803
IIT Bhilai,Electrical Engineering (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,3566,4149
IIT Bhilai,Electrical Engineering (4 Years Bachelor of Technology),OBC-NCL,Female-Only,6658,7350
IIT Bhilai,Electrical Engineering (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,1576,1779
IIT Bhilai,Electrical Engineering (4 Years Bachelor of Technology),GEN-EWS,Female-Only,2879,2879
IIT Bhilai,Electrical Engineering (4 Years Bachelor of Technology),OPEN,Gender-Neutral,9645,11592
